sonum,perit,year,day,jday,atos,sex,age,fat,crabFood,teeth,eaprev,eamean,eavar,eaposmean,eaprev50,eamean50,eavar50,eaposmean50,cysprev50,cysmean50,cysvar50,cysposmean50,cysprev100,cysmean100,cysvar100,cysposmean100,food,crabby,enso,ensoLag
3850-10,0,2010,364,6934,321,M,5,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.475,0.3
5976-10,0,2010,364,6934,321,M,4,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.475,0.3
5983-11,0,2011,3,6938,392,F,3,0,0,6,1,5,0,5,1,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
5984-11,0,2011,3,6938,430,F,6,0,0,4,NA,NA,NA,NA,1,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
5982-11,0,2011,4,6939,282,F,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
5981-11,0,2011,5,6940,392,F,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
5990-11,0,2011,8,6943,894,M,6,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
5991-11,0,2011,9,6944,915,F,5,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
5994-11,0,2011,16,6951,391,F,5,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,-0.475
5997-11,0,2011,18,6953,296,F,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
5998-11,0,2011,18,6953,288,M,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6000-11,0,2011,18,6953,274,M,5,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6001-11,0,2011,20,6955,258,F,5,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6015-11,0,2011,28,6963,286,M,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6004-11,0,2011,29,6964,928,M,5,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6005-11,0,2011,30,6965,285,F,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6007-11,0,2011,32,6967,179,F,5,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6008-11,0,2011,32,6967,372,M,5,4,0,1,0.421052632,1.052631579,2.049861496,2.5,0.421052632,1.052631579,2.049861496,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6009-11,0,2011,33,6968,321,M,6,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6010-11,0,2011,36,6971,916,M,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6011-11,0,2011,36,6971,296,M,3,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6012-11,0,2011,36,6971,295,M,6,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6013-11,1,2011,40,6975,327,M,4,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6016-11,0,2011,42,6977,287,F,4,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6017-11,0,2011,42,6977,276,M,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6018-11,1,2011,44,6979,929,F,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6019-11,1,2011,45,6980,374,F,3,NA,NA,6,0.45,1.3,3.11,2.888888889,0.45,1.3,3.11,2.888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,-0.475
6021-11,0,2011,46,6981,288,M,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6022-11,1,2011,47,6982,812,F,5,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6023-11,0,2011,47,6982,812,F,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6024-11,0,2011,47,6982,426,F,6,0,0,4,NA,NA,NA,NA,0.45,1.3,3.11,2.888888889,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6025-11,0,2011,47,6982,806,F,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6026-11,0,2011,47,6982,349,M,4,0,0,1,NA,NA,NA,NA,0.45,1.3,3.11,2.888888889,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6027-11,0,2011,49,6984,820,F,5,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6029-11,0,2011,51,6986,824,F,6,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6030-11,0,2011,51,6986,1017,M,5,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6032-11,0,2011,53,6988,321,M,6,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6031-11,0,2011,56,6991,920,F,4,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6033-11,0,2011,56,6991,820,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6040-11,0,2011,63,6998,754,F,5,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6041-11,0,2011,64,6999,934,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6044-11,0,2011,67,7002,302,M,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6046-11,0,2011,71,7006,236,F,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,-0.475
6047-11,0,2011,73,7008,213,F,5,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6050-11,0,2011,73,7008,809,M,6,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6051-11,0,2011,73,7008,408,F,3,0,0,6,NA,NA,NA,NA,0.566666667,1.866666667,4.315555556,3.294117647,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6052-11,0,2011,74,7009,807,F,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6055-11,0,2011,78,7013,272,M,6,1,0,4,NA,NA,NA,NA,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
3371-11,0,2011,80,7015,321,M,5,4,0,4,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6059-11,0,2011,83,7018,288,M,5,0,0,3,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6057-11,1,2011,85,7020,79,M,5,0,0,3,0.125,0.125,0.109375,1,0.125,0.125,0.109375,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6058-11,0,2011,85,7020,278,F,3,0,0,1,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6060-11,0,2011,89,7024,282,M,4,0,0,2,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6062-11,0,2011,90,7025,824,M,2,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,-0.475
6063-11,0,2011,92,7027,307,M,5,4,0,2,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6064-11,0,2011,93,7028,289,M,5,1,0,3,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6065-11,0,2011,93,7028,299,M,5,0,0,3,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6066-11,0,2011,93,7028,740,F,6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6067-11,0,2011,93,7028,817,M,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6070-11,0,2011,95,7030,928,M,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6071-11,0,2011,96,7031,274,M,4,0,0,1,NA,NA,NA,NA,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6072-11,0,2011,96,7031,278,M,4,0,0,2,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6074-11,0,2011,99,7034,827,F,5,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6076-11,0,2011,101,7036,914,M,2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6077-11,0,2011,102,7037,841,M,5,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6078-11,0,2011,103,7038,321,M,5,3,0,3,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6080-11,0,2011,106,7041,302,M,3,0,0,6,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6081-11,0,2011,107,7042,317,M,5,2,0,2,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6082-11,0,2011,108,7043,318,M,4,0,0,1,1,6.95,22.2475,6.95,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6083-11,0,2011,114,7049,631,F,5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6084-11,0,2011,115,7050,812,F,5,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6086-11,0,2011,115,7050,374,F,3,2,0,1,0.375,0.9125,2.57984375,2.433333333,0.375,0.9125,2.57984375,2.433333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6087-11,0,2011,115,7050,927,F,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6088-11,0,2011,116,7051,325,F,4,2,0,2,NA,NA,NA,NA,1,6.95,22.2475,6.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6092-11,0,2011,121,7056,321,M,5,1,0,2,1,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6094-11,1,2011,125,7060,283,M,5,0,0,3,NA,NA,NA,NA,0.4,0.56,0.6464,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6095-11,1,2011,126,7061,376,M,4,0,0,1,0.375,0.9125,2.57984375,2.433333333,0.375,0.9125,2.57984375,2.433333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6097-11,0,2011,128,7063,358,M,5,2,0,3,0.375,0.9125,2.57984375,2.433333333,0.380952381,0.828571429,2.142040816,2.175,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6099-11,0,2011,130,7065,274,F,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6100-11,1,2011,130,7065,315,F,5,0,0,4,0.4,0.56,0.6464,1.4,0.4,0.56,0.6464,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6103-11,0,2011,131,7066,263,F,3,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6104-11,0,2011,132,7067,422,F,5,0,0,3,NA,NA,NA,NA,0.401253918,0.887147335,2.269395938,2.2109375,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6106-11,0,2011,135,7070,319,M,6,0,0,4,0.4,0.622222222,0.790617284,1.555555556,0.4,0.622222222,0.790617284,1.555555556,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6111-11,0,2011,136,7071,277,F,3,0,0,6,NA,NA,NA,NA,0.4,0.622222222,0.790617284,1.555555556,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6107-11,0,2011,137,7072,260,M,6,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6112-11,0,2011,138,7073,809,M,3,3,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6115-11,0,2011,140,7075,283,M,5,2,0,3,0.414285714,0.935714286,3.031581633,2.25862069,0.458781362,0.88172043,2.032604925,1.921875,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6116-11,0,2011,141,7076,259,M,4,0,0,1,0.475,1.65,7.4275,3.473684211,0.414285714,0.935714286,3.031581633,2.25862069,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6117-11,0,2011,146,7081,322,M,5,1,0,2,0.507142857,0.85,1.084642857,1.676056338,0.458333333,0.766666667,1.053888889,1.672727273,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6118-11,0,2011,147,7082,926,F,5,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6120-11,0,2011,151,7086,574,F,6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6121-11,0,2011,153,7088,820,F,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6122-11,1,2011,153,7088,279,F,5,0,0,3,0.423529412,1.041176471,3.804186851,2.458333333,0.523227384,3.266503667,74.09278998,6.242990654,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6123-11,0,2011,156,7091,261,M,3,0,0,6,0.531598513,4.524163569,107.468747,8.51048951,0.531598513,4.524163569,107.468747,8.51048951,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6124-11,0,2011,157,7092,302,M,6,2,0,4,0.458333333,0.766666667,1.053888889,1.672727273,0.461290323,0.95483871,2.585057232,2.06993007,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6125-11,0,2011,159,7094,955,F,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6126-11,1,2011,165,7100,809,M,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6128-11,1,2011,167,7102,723,F,5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6129-11,0,2011,167,7102,260,F,5,1,0,3,0.617647059,6.829411765,155.4473702,11.05714286,0.533333333,4.540740741,107.1446365,8.513888889,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6130-11,0,2011,169,7104,385,F,6,1,0,3,0.43125,0.8625,1.94359375,2,0.43125,0.8625,1.94359375,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6131-11,0,2011,172,7107,923,M,5,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6132-11,0,2011,173,7108,919,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6133-11,0,2011,175,7110,348,M,5,NA,0,2,0.566666667,1.011111111,1.255432099,1.784313725,0.481605351,1.25083612,9.505643114,2.597222222,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6134-11,1,2011,177,7112,810,F,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6136-11,1,2011,185,7120,822,M,5,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6137-11,0,2011,189,7124,919,F,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6138-11,0,2011,191,7126,916,M,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,-0.475
6139-11,0,2011,198,7133,395,M,3,1,0,6,0.366666667,6,116.6,16.36363636,0.366666667,6,116.6,16.36363636,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6140-11,0,2011,199,7134,321,M,6,0,0,4,0.644444444,8.788888889,364.5887654,13.63793103,0.644444444,8.788888889,364.5887654,13.63793103,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6141-11,0,2011,202,7137,919,M,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6142-11,0,2011,203,7138,941,F,5,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6144-11,0,2011,208,7143,373,F,5,0,0,2,0.41025641,5,93.79487179,12.1875,0.41025641,5,93.79487179,12.1875,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6145-11,0,2011,210,7145,915,M,5,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6146-11,0,2011,210,7145,927,M,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6147-11,0,2011,210,7145,898,F,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6148-11,0,2011,211,7146,934,M,6,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6150-11,0,2011,213,7148,919,F,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6155-11,0,2011,217,7152,931,M,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
4743-11,0,2011,218,7153,377,M,5,3,0,3,0.4,4.875,92.059375,12.1875,0.4,4.875,92.059375,12.1875,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6157-11,0,2011,218,7153,730,M,2,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-0.85,-0.475
6159-11,0,2011,220,7155,930,M,5,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6160-11,0,2011,220,7155,919,M,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6162-11,1,2011,221,7156,921,M,4,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6163-11,0,2011,221,7156,901,F,5,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6164-11,0,2011,222,7157,824,M,6,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6168-11,0,2011,228,7163,274,F,4,3,0,1,0.2,0.625,2.284375,3.125,0.2,0.625,2.284375,3.125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6169-11,0,2011,230,7165,927,M,5,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6170-11,0,2011,230,7165,296,M,5,3,0,1,NA,NA,NA,NA,0.2,0.625,2.284375,3.125,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6171-11,0,2011,235,7170,306,M,4,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6172-11,0,2011,235,7170,321,M,5,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6173-11,0,2011,236,7171,260,M,5,2,0,2,0.2,0.625,2.284375,3.125,0.2,0.625,2.284375,3.125,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6174-11,0,2011,236,7171,278,M,5,3,0,3,NA,NA,NA,NA,0.2,0.625,2.284375,3.125,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6175-11,0,2011,236,7171,276,M,5,4,0,2,NA,NA,NA,NA,0.2,0.625,2.284375,3.125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6176-11,0,2011,238,7173,373,F,4,0,0,1,0.3,0.8,2.16,2.666666667,0.3,0.8,2.16,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6180-11,0,2011,240,7175,809,F,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6181-11,0,2011,240,7175,939,F,6,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6182-11,0,2011,240,7175,847,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6185-11,0,2011,243,7178,836,M,4,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6187-11,1,2011,243,7178,810,F,6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6190-11,0,2011,243,7178,263,F,5,1,0,2,0.2,0.625,2.284375,3.125,0.2,0.625,2.284375,3.125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6192-11,1,2011,245,7180,915,F,5,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6193-11,0,2011,246,7181,703,M,4,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6198-11,0,2011,250,7185,806,F,6,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6200-11,0,2011,251,7186,227,M,5,3,0,2,0.2,0.625,2.284375,3.125,0.2,0.625,2.284375,3.125,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6203-11,0,2011,253,7188,925,M,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
6204-11,0,2011,253,7188,918,M,4,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-0.85,-0.475
6205-11,0,2011,257,7192,299,M,5,0,0,2,NA,NA,NA,NA,0.277777778,1.144444444,16.90135802,4.12,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.85,-0.475
